,MSSubClass,MSZoning,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,TotalBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,MoSold,YrSold,SaleCondition,SalePrice,LogSale
0,0.07342554318993741,RL,-0.2039340828356234,CollgCr,1Fam,2Story,0.6585056898524718,-0.5176493983218948,1.0529594334546615,0.8803616537560043,Gd,TA,PConc,Gd,Ex,Y,SBrkr,-0.8064136100328826,1.1676261960718235,0.5396240118528006,1.7131122898183258,0.16389442501376178,Gd,0.9218118550810168,-0.9522312637608562,Attchd,-1.6015780531759132,0.13837519683794053,Normal,0.34689628721279514,0.5596122783918458
1,-0.8718675426460787,RL,-0.08725171570411157,Veenker,1Fam,1Story,-0.0682931714684247,2.1778249686542592,0.15842792459851568,-0.4281151589661407,TA,TA,CBlock,Gd,Ex,Y,SBrkr,0.42832815639462607,-0.7943537755713799,-0.38019844575734846,0.6238328661135203,0.16389442501376178,TA,-0.31632880333273006,0.6059653496659992,Attchd,-0.4901545398344179,-0.614427179989281,Normal,0.007135984786050135,0.21265697186464189
2,0.07342554318993741,RL,0.08016211539762282,CollgCr,1Fam,2Story,0.6585056898524718,-0.5176493983218948,0.9866978402060581,0.83189954958111,Gd,TA,PConc,Gd,Ex,Y,SBrkr,-0.5770655322983995,1.1951950012939763,0.6712868196479362,1.7131122898183258,0.16389442501376178,Gd,-0.31632880333273006,0.6059653496659992,Attchd,0.9917434779542423,0.13837519683794053,Normal,0.535652010783209,0.7334168618659771
3,0.30974881464894144,RL,-0.09232486210113382,Crawfor,1Fam,2Story,0.6585056898524718,-0.5176493983218948,-1.8625506694838878,-0.7188877840155062,TA,TA,BrkTil,TA,Gd,Y,SBrkr,-0.4383791405998437,0.9424809534242428,0.5519930820809617,-0.4654465575912853,0.16389442501376178,Gd,0.3027415258741434,0.6059653496659992,Detchd,-1.6015780531759132,-1.3672295568165025,Abnorml,-0.5150881837587616,-0.4368381823494193
4,0.07342554318993741,RL,0.3855655284983625,NoRidge,1Fam,2Story,1.3853045511733684,-0.5176493983218948,0.9535670435817564,0.7349753412313215,Gd,TA,PConc,Gd,Ex,Y,SBrkr,0.11885558624224096,1.624808882672523,1.2997586186565329,1.7131122898183258,1.389320433578196,Gd,1.5408821842878904,0.6059653496659992,Attchd,2.1031669912957374,0.13837519683794053,Normal,0.8691204557576069,1.0137400543653272
5,-0.16289772826906662,RL,0.37085340394699795,Mitchel,1Fam,1.5Fin,-0.7950920327893213,-0.5176493983218948,0.7216514672116445,0.49266482035685016,TA,TA,Wood,Gd,Ex,Y,SBrkr,-1.0375680677499028,0.5059748707401578,-0.14931166565997933,0.6238328661135203,-2.286957592115107,TA,-0.9353991325396035,-0.9522312637608562,Attchd,1.3622179824014073,0.891177573665162,Normal,-0.47733703904467883,-0.3837949261579228
6,-0.8718675426460787,RL,-0.03814365858093614,Somerst,1Fam,1Story,1.3853045511733684,-0.5176493983218948,1.0860902300789632,0.9772858621057928,Gd,TA,PConc,Ex,Ex,Y,SBrkr,1.364747079668375,-0.7943537755713799,0.511160653186785,0.6238328661135203,0.16389442501376178,Gd,0.3027415258741434,0.6059653496659992,Attchd,0.6212689735070773,-0.614427179989281,Normal,1.5863922053251795,1.5275726894848403
7,0.07342554318993741,RL,-0.007907706054683513,NWAmes,1Fam,2Story,0.6585056898524718,0.38084205733682325,0.059035534725610586,-0.5735014714908235,TA,TA,CBlock,Gd,Ex,Y,SBrkr,0.011499559658492324,1.4639908522099654,1.147208217761318,1.7131122898183258,0.16389442501376178,TA,0.3027415258741434,2.164161963092855,Attchd,1.7326924868485725,0.891177573665162,Normal,0.23993471052289392,0.45548401070734373
8,-0.16289772826906662,RM,-0.44034270493686045,OldTown,1Fam,1.5Fin,0.6585056898524718,-0.5176493983218948,-1.3324579234950606,-1.6881298675133916,TA,TA,BrkTil,TA,Gd,Y,FuseF,-0.24262355700807103,0.9332913516835252,0.6508748267438277,-0.4654465575912853,-1.0615315835506725,TA,0.9218118550810168,2.164161963092855,Detchd,-0.8606290442815829,0.13837519683794053,Abnorml,-0.6421837042961737,-0.6241652015127115
9,3.1456280721569896,RL,-0.3084408986142818,BrkSide,2fmCon,1.5Unf,-0.7950920327893213,0.38084205733682325,-1.0674115505006472,-1.6881298675133916,TA,TA,BrkTil,TA,Ex,Y,SBrkr,-0.07589128418722398,-0.7943537755713799,-0.8601551991470546,-0.4654465575912853,-1.0615315835506725,TA,-0.9353991325396035,2.164161963092855,Attchd,-1.972052557623078,0.13837519683794053,Normal,-0.7919299116620353,-0.8645369594911437
